20211011	17:44:50	9c6f8dae-33e6-4e75-aa26-9705f6f63c24	POST	undefined	/auth
20211011	17:45:07	a1c02ef1-8bb5-4e11-a7db-7dc3e9fb742b	GET	undefined	/employees
20211011	17:45:19	fc1f8b2b-064a-4751-be68-59442092914d	POST	undefined	/employees
20211011	17:46:56	98a170c4-3830-48f9-bc19-ac2f80c42d54	POST	undefined	/auth
20211011	17:47:10	0a3231e2-3083-42b8-bf71-2e699508452b	POST	undefined	/employees
20211011	17:47:26	b880f8d2-4af3-4f8a-acfc-64635b35b81f	DELETE	undefined	/employees
20211011	17:47:36	f0fe0150-44a9-4f1c-a7d7-ec8e4ce8d1dd	POST	undefined	/auth
20211011	17:47:52	6b9200a7-d769-4464-a404-423b67b5cf0c	DELETE	undefined	/employees
20211011	17:48:48	bcdb46f9-4364-4d9c-97f8-55795cd8c413	POST	undefined	/auth
20211011	17:49:03	d692da66-f505-444c-8fa6-5b87ef9972c3	DELETE	undefined	/employees
20211011	17:49:24	2b74f46b-65d3-4041-9c87-65e0982d46ad	POST	undefined	/auth
20211011	17:49:38	32899fb9-23b8-49fc-95ac-631462d7174c	POST	undefined	/employees
20211011	17:49:44	df0482cf-3962-4078-9a8e-b4712e1d8658	DELETE	undefined	/employees20220417	14:19:23	e2041d86-7bee-46b8-aafb-c45f17887b78	GET	undefined	/
20220417	14:19:23	627403ea-18d4-4221-9629-797b226025cf	GET	undefined	/favicon.ico
20220417	14:55:47	20e2c81a-5817-45b4-8781-1bcebc6f7263	GET	undefined	/
20220417	14:55:47	bf38c9d1-53cf-4841-90f6-9d5707751bef	GET	undefined	/css/style.css
20220417	14:55:48	f6cad5e7-cb33-48b7-b7bf-9ff015b4fe0f	GET	undefined	/favicon.ico
20220418	09:52:27	1b8423f5-24b6-4682-8a8e-c023c9189018	GET	undefined	/
20220418	09:52:27	4790b62e-9d22-4a4d-bb75-37a759f977c0	GET	undefined	/css/style.css
20220418	09:52:27	d6b86d95-fb2c-4db9-b235-29728493f815	GET	undefined	/favicon.ico
20220418	09:52:47	3dd6172e-afcd-4ee8-b735-b132f4bdae44	POST	undefined	/register
20220418	10:06:14	c0a26658-0bda-45be-b97f-e86bd20708f6	OPTIONS	http://localhost:3000	/register
20220418	10:06:14	c51d00d8-7158-4223-ad3e-ba20fb13662b	POST	http://localhost:3000	/register
20220418	10:06:24	7941cdec-119f-4d66-8c7a-adf98d9b3afe	OPTIONS	http://localhost:3000	/register
20220418	10:06:24	fdbb786f-aee2-467b-8d50-b34160cbb498	POST	http://localhost:3000	/register
20220418	10:06:40	873265cd-e983-4e1f-9ba1-82e2b86a778e	OPTIONS	http://localhost:3000	/auth
20220418	10:06:40	3aaef3b8-0f59-489c-910c-9d9153bd95c8	POST	http://localhost:3000	/auth
20220418	10:06:48	d53afc2a-4421-478b-b45e-5d2c99ec216f	OPTIONS	http://localhost:3000	/auth
20220418	10:06:48	054202e5-2e38-4705-afc2-2ecd01c5d321	POST	http://localhost:3000	/auth
20220420	12:19:29	b06fe864-d80c-4213-91a0-df4a8fd2f8af	OPTIONS	http://localhost:3000	/register
20220420	12:19:29	a54d2fb1-7a48-4255-8655-e84e8c695e80	POST	http://localhost:3000	/register
20220420	12:19:58	cfcbb556-67e8-4011-8b59-94b0d92e8ca8	OPTIONS	http://localhost:3000	/auth
20220420	12:19:58	1a0f8d50-d639-4f84-b012-2935337c01ad	POST	http://localhost:3000	/auth
20220420	15:58:29	b478d119-ac43-41fb-a4b5-915c58e08706	OPTIONS	http://localhost:3000	/auth
20220420	15:58:29	0150b5e1-68d8-4bef-8523-b0e1247e06a4	POST	http://localhost:3000	/auth
20220420	16:08:24	fb7a6242-c81b-4041-b3ae-93c7a2732669	POST	undefined	/auth
20220420	16:13:45	c1e37f21-8881-46cf-97d7-82deb9cd0473	POST	undefined	/auth
20220420	16:14:00	0b2a0597-acbc-41d0-96ba-494653b1f954	POST	undefined	/auth
20220420	16:14:28	37cca0b6-ca27-4db4-80b9-9904c3773fdc	POST	undefined	/auth
20220420	16:16:21	1362d981-b026-42a9-958e-a500f4b26ed9	POST	undefined	/auth
20220420	16:17:15	97cfc63c-b48e-4a5b-bc81-7ddf0e2d3a9c	OPTIONS	http://localhost:3000	/auth
20220420	16:17:15	a4eca9f8-08c3-4a7e-aeb4-d708ae271b06	POST	http://localhost:3000	/auth
20220421	00:45:37	b1286735-ac39-4f91-a47d-92ca83fd8b21	OPTIONS	http://localhost:3000	/register
20220421	00:45:38	04b5fa69-c94b-446f-a104-57b25db00356	POST	http://localhost:3000	/register
20220421	00:45:56	60cd0874-e2e5-40de-90a4-3592bb27c7fc	OPTIONS	http://localhost:3000	/auth
20220421	00:45:56	092cb9e8-b1e9-4aa9-a048-d9e744fbc4c5	POST	http://localhost:3000	/auth
20220421	01:02:29	6976d8d4-179c-4f01-9650-fc205d5ff36d	OPTIONS	http://localhost:3000	/register
20220421	01:02:29	68a37fce-9b79-4dcd-ad4d-c815f9b76653	POST	http://localhost:3000	/register
20220421	01:03:31	90bdb0f9-3778-49e5-814c-becb545f46c1	OPTIONS	http://localhost:3000	/auth
20220421	01:03:31	ea50b6a2-78fd-42af-9366-3c74b4c80092	POST	http://localhost:3000	/auth
20230419	16:00:31	8cff0621-b74e-4eac-a495-0162939792b6	OPTIONS	http://localhost:3000	/register
20230419	16:07:07	40db3cc6-96b6-4f4a-ae4e-c3e019346a01	POST	http://localhost:3000	/register
20230419	16:07:21	1514acd8-1e40-45af-96fd-2b3dda58e237	POST	http://localhost:3000	/register
